idx;Variable_AR6;Unit;r21m42;r21m42_unit;r21m42_factor;r21m42_spatial;m42;m42_unit;m42_factor;r30m44;r30m44_unit;r30m44_factor;r30m44_spatial;m44;m44_unit;m44_factor;internal_comment;Comment;Definition
71;Capital Cost|Hydrogen|Gas|w/ CCS;US$2010/kW;Tech|Hydrogen|Gas|w/ CCS|Capital Costs;US$2005/kW;1.10774;;;;;Tech|Hydrogen|Gas|w/ CC|Capital Costs;US$2005/kW;1.10774;;;;;;;capital cost of a new gas to hydrogen plant with CCS. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
70;Capital Cost|Hydrogen|Electricity;US$2010/kW;Tech|Hydrogen|Electricity|Capital Costs;US$2005/kW;1.10774;;;;;Tech|Hydrogen|Electricity|Capital Costs;US$2005/kW;1.10774;;;;;;;capital cost of a new hydrogen-by-electrolysis plant. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
69;Capital Cost|Hydrogen|Coal|w/o CCS;US$2010/kW;Tech|Hydrogen|Coal|w/o CCS|Capital Costs;US$2005/kW;1.10774;;;;;Tech|Hydrogen|Coal|w/o CC|Capital Costs;US$2005/kW;1.10774;;;;;;;capital cost of a new coal to hydrogen plant w/o CCS. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
68;Capital Cost|Hydrogen|Coal|w/ CCS;US$2010/kW;Tech|Hydrogen|Coal|w/ CCS|Capital Costs;US$2005/kW;1.10774;;;;;Tech|Hydrogen|Coal|w/ CC|Capital Costs;US$2005/kW;1.10774;;;;;;;capital cost of a new coal to hydrogen plant with CCS. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
67;Capital Cost|Hydrogen|Biomass|w/o CCS;US$2010/kW;Tech|Hydrogen|Biomass|w/o CCS|Capital Costs;US$2005/kW;1.10774;;;;;Tech|Hydrogen|Biomass|w/o CC|Capital Costs;US$2005/kW;1.10774;;;;;;;capital cost of a new biomass to hydrogen plant w/o CCS. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
66;Capital Cost|Hydrogen|Biomass|w/ CCS;US$2010/kW;Tech|Hydrogen|Biomass|w/ CCS|Capital Costs;US$2005/kW;1.10774;;;;;Tech|Hydrogen|Biomass|w/ CC|Capital Costs;US$2005/kW;1.10774;;;;;;;capital cost of a new biomass to hydrogen plant with CCS. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
65;Capital Cost|Gases|Coal|w/o CCS;US$2010/kW;Tech|Gases|Coal|w/o CCS|Capital Costs;US$2005/kW;1.10774;;;;;Tech|Gases|Fossil|Coal|w/o CC|Capital Costs;US$2005/kW;1.10774;;;;;;;capital cost of a new coal to gas plant w/o CCS. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
64;Capital Cost|Gases|Coal|w/ CCS;US$2010/kW;;;;;;;;;;;;;;;;;capital cost of a new coal to gas plant with CCS. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
63;Capital Cost|Gases|Biomass|w/o CCS;US$2010/kW;Tech|Gases|Biomass|w/o CCS|Capital Costs;US$2005/kW;1.10774;;;;;Tech|Gases|Biomass|w/o CC|Capital Costs;US$2005/kW;1.10774;;;;;;;capital cost of a new biomass to gas plant w/o CCS. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
62;Capital Cost|Gases|Biomass|w/ CCS;US$2010/kW;;;;;;;;;;;;;;;;;capital cost of a new biomass to gas plant with CCS. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
61;Capital Cost|Electricity|Wind|Onshore;US$2010/kW;;;;;;;;Tech|Electricity|Wind|Onshore|Capital Costs;US$2005/kW;1.10774;;;;;;;capital cost of a new onshore wind power plants. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
60;Capital Cost|Electricity|Wind|Offshore;US$2010/kW;Tech|Electricity|Wind|Capital Costs;US$2005/kW;1.10774;;;;;Tech|Electricity|Wind|Offshore|Capital Costs;US$2005/kW;1.10774;;;;;;On- and off-shore are not distinguished;capital cost of a new offshore wind power plants. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
59;Capital Cost|Electricity|Solar|PV;US$2010/kW;Tech|Electricity|Solar|PV|Capital Costs;US$2005/kW;1.10774;;;;;Tech|Electricity|Solar|PV|Capital Costs;US$2005/kW;1.10774;;;;;;;capital cost of a new solar PV units. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
58;Capital Cost|Electricity|Solar|CSP;US$2010/kW;Tech|Electricity|Solar|CSP|Capital Costs;US$2005/kW;1.10774;;;;;Tech|Electricity|Solar|CSP|Capital Costs;US$2005/kW;1.10774;;;;;;;capital cost of a new concentrated solar power plant. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
57;Capital Cost|Electricity|Nuclear;US$2010/kW;Tech|Electricity|Nuclear|Capital Costs;US$2005/kW;1.10774;;;;;Tech|Electricity|Nuclear|Capital Costs;US$2005/kW;1.10774;;;;;;;capital cost of a new nuclear power plants. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
56;Capital Cost|Electricity|Hydro;US$2010/kW;Tech|Electricity|Hydro|Capital Costs;US$2005/kW;1.10774;;;;;Tech|Electricity|Hydro|Capital Costs;US$2005/kW;1.10774;;;;;;;capital cost of a new hydropower plant. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
55;Capital Cost|Electricity|Geothermal;US$2010/kW;Tech|Electricity|Geothermal|Capital Costs;US$2005/kW;1.10774;;;;;Tech|Electricity|Geothermal|Capital Costs;US$2005/kW;1.10774;;;;;;;capital cost of a new geothermal power plant. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
54;Capital Cost|Electricity|Gas|w/o CCS;US$2010/kW;Tech|Electricity|Gas|CC|w/o CCS|Capital Costs;US$2005/kW;1.10774;;;;;Tech|Electricity|Gas|Combined Cycle w/o CC|Capital Costs;US$2005/kW;1.10774;;;;;;Other techs: combined heat and power, gas turbines ;capital cost of a new gas power plant w/o CCS. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
53;Capital Cost|Electricity|Gas|w/ CCS;US$2010/kW;Tech|Electricity|Gas|CCC|w/ CCS|Capital Costs;US$2005/kW;1.10774;;;;;Tech|Electricity|Gas|Combined Cycle w/ CC|Capital Costs;US$2005/kW;1.10774;;;;;;;capital cost of a new gas power plant with CCS. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
52;Capital Cost|Electricity|Coal|w/o CCS;US$2010/kW;Tech|Electricity|Coal|CHP|w/o CCS|Capital Costs;US$2005/kW;1.10774;;;;;Tech|Electricity|Coal|Combined Heat and Power w/o CC|Capital Costs;US$2005/kW;1.10774;;;;;;Other tech: internal gasification combined cycle power plants;capital cost of a new coal power plant w/o CCS. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
51;Capital Cost|Electricity|Coal|w/ CCS;US$2010/kW;Tech|Electricity|Coal|IGCCC|w/ CCS|Capital Costs;US$2005/kW;1.10774;;;;;Tech|Electricity|Coal|Gasification Combined Cycle w/ CC|Capital Costs;US$2005/kW;1.10774;;;;;;;capital cost of a new coal power plant with CCS. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
50;Capital Cost|Electricity|Biomass|w/o CCS;US$2010/kW;Tech|Electricity|Biomass|CHP|w/o CCS|Capital Costs;US$2005/kW;1.10774;;;;;Tech|Electricity|Biomass|Combined Heat and Power w/o CC|Capital Costs;US$2005/kW;1.10774;;;;;;Other tech: internal gasification combined cycle power plants;capital cost of a new biomass power plant w/o CCS. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
49;Capital Cost|Electricity|Biomass|w/ CCS;US$2010/kW;Tech|Electricity|Biomass|IGCCC|w/ CCS|Capital Costs;US$2005/kW;1.10774;;;;;Tech|Electricity|Biomass|Gasification Combined Cycle w/ CC|Capital Costs;US$2005/kW;1.10774;;;;;;;capital cost of a new biomass power plant with CCS. If more than technology in this category is modelled,modellers should report capital costs for the technology that is used most
80;Concentration|CH4;ppb;Concentration|CH4;ppb;;glo;;;;Concentration|CH4;ppb;;glo;;;;;;atmospheric concentration of methane
81;Concentration|CO2;ppm;Concentration|CO2;ppm;;glo;;;;Concentration|CO2;ppm;;glo;;;;;;atmospheric concentration of carbon dioxide
82;Concentration|N2O;ppb;Concentration|N2O;ppb;;glo;;;;Concentration|N2O;ppb;;glo;;;;;;atmospheric concentration of nitrous oxide
83;Effective Forcing;W/m2;;;;;;;;;;;;;;;;;effective radiative forcing from all greenhouse gases and forcing agents,including contributions from albedo change,nitrate,and mineral dust
84;Effective Forcing|Aerosol;W/m2;;;;;;;;;;;;;;;;;total effective radiative forcing from aerosols via both aerosol-cloud and aerosol-radiative effects
85;Effective Forcing|Aerosol|BC;W/m2;;;;;;;;;;;;;;;;;effective radiative forcing from black carbon via aerosol-radiative effects
86;Effective Forcing|Aerosol|Black and Organic Carbon;W/m2;;;;;;;;;;;;;;;;;effective radiative forcing from black and organic carbon via aerosol-radiative effects
87;Effective Forcing|Aerosol|Cloud Indirect;W/m2;;;;;;;;;;;;;;;;;effective radiative forcing from indirect effects of all anthropogenic aerosols on clouds (i.e. aerosol-cloud effects)
88;Effective Forcing|Aerosol|OC;W/m2;;;;;;;;;;;;;;;;;effective radiative forcing from organic carbon via aerosol-radiative effects
89;Effective Forcing|Aerosol|Other;W/m2;;;;;;;;;;;;;;;;;total effective radiative forcing from aerosols not covered in the other categories (including aerosols from biomass burning) via aerosol-radiative effects
90;Effective Forcing|Aerosol|Sulfate Direct;W/m2;;;;;;;;;;;;;;;;;effective radiative forcing from direct sulfate effects (i.e. aerosol-radiative effects)
91;Effective Forcing|Albedo Change and Mineral Dust;W/m2;;;;;;;;;;;;;;;;;total effective radiative forcing from albedo change and mineral dust
92;Effective Forcing|CH4;W/m2;;;;;;;;;;;;;;;;;total effective radiative forcing from CH4
93;Effective Forcing|CO2;W/m2;;;;;;;;;;;;;;;;;total effective radiative forcing from CO2
94;Effective Forcing|F-Gases;W/m2;;;;;;;;;;;;;;;;;total effective radiative forcing from F-gases
95;Effective Forcing|Kyoto Gases;W/m2;;;;;;;;;;;;;;;;;effective radiative forcing of the six Kyoto gases (CO2,CH4,N2O,SF6,HFCs,PFCs)
96;Effective Forcing|Montreal Gases;W/m2;;;;;;;;;;;;;;;;;total effective radiative forcing from Montreal gases
97;Effective Forcing|N2O;W/m2;;;;;;;;;;;;;;;;;total effective radiative forcing from N2O
98;Effective Forcing|Other;W/m2;;;;;;;;;;;;;;;;;total effective radiative forcing from factors not covered in other categories (including stratospheric ozone and stratospheric water vapor)
99;Effective Forcing|Tropospheric Ozone;W/m2;;;;;;;;;;;;;;;;;total effective radiative forcing from tropospheric ozone
100;Forcing;W/m2;Forcing;W/m2;;;;;;Forcing;W/m2;;;;;;;;radiative forcing from all greenhouse gases and forcing agents,including contributions from albedo change,nitrate,and mineral dust
101;Forcing|Aerosol;W/m2;Forcing|Aerosol;W/m2;;;;;;Forcing|Aerosol;W/m2;;;;;;;;total radiative forcing from aerosols via both aerosol-cloud and aerosol-radiative effects
102;Forcing|Aerosol|BC;W/m2;Forcing|Aerosol|BC;W/m2;;;;;;Forcing|Aerosol|BC;W/m2;;;;;;;;radiative forcing from black carbon via aerosol-radiative effects
103;Forcing|Aerosol|Black and Organic Carbon;W/m2;;W/m2;;;;;;;W/m2;;;;;;;;radiative forcing from black and organic carbon via aerosol-radiative effects
104;Forcing|Aerosol|Cloud Indirect;W/m2;Forcing|Aerosol|Cloud Indirect;W/m2;;;;;;Forcing|Aerosol|Cloud Indirect;W/m2;;;;;;;;radiative forcing from indirect effects of all anthropogenic aerosols on clouds (i.e. aerosol-cloud effects)
105;Forcing|Aerosol|OC;W/m2;Forcing|Aerosol|OC;W/m2;;;;;;Forcing|Aerosol|OC;W/m2;;;;;;;;radiative forcing from organic carbon via aerosol-radiative effects
106;Forcing|Aerosol|Other;W/m2;Forcing|Aerosol|Other;W/m2;;;;;;Forcing|Aerosol|Other;W/m2;;;;;;;;total radiative forcing from aerosols not covered in the other categories (including aerosols from biomass burning) via aerosol-radiative effects
107;Forcing|Aerosol|Sulfate Direct;W/m2;Forcing|Aerosol|Sulfate Direct;W/m2;;;;;;Forcing|Aerosol|Sulfate Direct;W/m2;;;;;;;;radiative forcing from direct sulfate effects (i.e. aerosol-radiative effects)
108;Forcing|Albedo Change and Mineral Dust;W/m2;Forcing|Albedo Change and Mineral Dust;W/m2;;;;;;Forcing|Albedo Change and Mineral Dust;W/m2;;;;;;;;total radiative forcing from albedo change and mineral dust
109;Forcing|CH4;W/m2;Forcing|CH4;W/m2;;;;;;Forcing|CH4;W/m2;;;;;;;;total radiative forcing from CH4
110;Forcing|CO2;W/m2;Forcing|CO2;W/m2;;;;;;Forcing|CO2;W/m2;;;;;;;;total radiative forcing from CO2
111;Forcing|F-Gases;W/m2;Forcing|F-Gases;W/m2;;;;;;Forcing|F-Gases;W/m2;;;;;;;;total radiative forcing from F-gases
112;Forcing|Kyoto Gases;W/m2;Forcing|Kyoto Gases;W/m2;;;;;;Forcing|Kyoto Gases;W/m2;;;;;;;;radiative forcing of the six Kyoto gases (CO2,CH4,N2O,SF6,HFCs,PFCs)
113;Forcing|Montreal Gases;W/m2;Forcing|Montreal Gases;W/m2;;;;;;Forcing|Montreal Gases;W/m2;;;;;;;;total radiative forcing from Montreal gases
114;Forcing|N2O;W/m2;Forcing|N2O;W/m2;;;;;;Forcing|N2O;W/m2;;;;;;;;total radiative forcing from N2O
115;Forcing|Other;W/m2;Forcing|Other;W/m2;;;;;;Forcing|Other;W/m2;;;;;;;;total radiative forcing from factors not covered in other categories (including stratospheric ozone and stratospheric water vapor)
116;Forcing|Tropospheric Ozone;W/m2;Forcing|Tropospheric Ozone;W/m2;;;;;;Forcing|Tropospheric Ozone;W/m2;;;;;;;;total radiative forcing from tropospheric ozone
117;Temperature|Global Mean;°C;Temperature|Global Mean;K;;;;;;Temperature|Global Mean;K;;;;;;;;change in global mean surface temperature relative to pre-industrial,reported by the model. Please specify which climate model was used in comments tab
118;Capital Formation;billion US$2010/yr;Investments;billion US$2005/yr;1.10774;;;;;Investments;billion US$2005/yr;1.10774;;;;;;might not fit completely;net additions to the physical capital stock
119;Capital Stock;billion US$2010/yr;TODO;billion US$2005;1.10774;;;;;TODO;billion US$2005;1.10774;;;;;;Capital Stock|Non-ESM is actually a cumulative value in REMIND;TODO: report yearly value,Macroeconomic capital stock
120;Consumption;billion US$2010/yr;Consumption;billion US$2005/yr;1.10774;;;;;Consumption;billion US$2005/yr;1.10774;;;;;;quality depends on capital market realization (switch);total consumption of all goods,by all consumers in a region
121;Discount rate|Residential and Commercial;%;;;;;;;;;;;;;;;;;Discount rate for investments into residential and commercial buildings
122;Discount rate|Economy;%;;;;;;;;;;;;;;;;;Economy wide discount rate: real interest rate of capital
123;Discount rate|Electricity;%;;;;;;;;;;;;;;;;;Discount rate for investments in electricity sector
124;Discount rate|Energy Supply;%;;;;;;;;;;;;;;;;;Discount rate for investments in energy supply sector
125;Discount rate|Industry;%;;;;;;;;;;;;;;;;;Discount rate for investments into industrial installations in industry sector
126;Discount rate|Mobility;%;;;;;;;;;;;;;;;;;Discount rate for investments into mobility (e.g. vehicles
127;Discount rate|Social;%;;;;;;;;;;;;;;;;;Social discount rate (should be reported if different from capital interest rate and used in the model to discount future costs and revenues)
128;Discount rate|Transport Infrastructure;%;;;;;;;;;;;;;;;;;Discount rate for investments into transport infrastructure (roads,railways,ports,airports,waterways etc.)
129;Expenditure|government;billion US$2010/yr;;;;;;;;;;;;;;;;;total government expenditure
130;Expenditure|household;billion US$2010/yr;;;;;;;;;;;;;;;;;Total household expenditure
131;Expenditure|household|Services|Telecommunications;billion US$2010/yr;;;;;;;;;;;;;;;;;expenditure of households for telecommunications incl. internet
132;Expenditure|household|Services|Water & sanitation;billion US$2010/yr;;;;;;;;;;;;;;;;;expenditure of households for Water & Sanitation services
133;Export;billion US$2010/yr;TODO;billion US$2005/yr;1.10774;;;;;TODO;billion US$2005/yr;1.10774;;;;;;;total exports measured in monetary quantities.
134;GDP|MER;billion US$2010/yr;GDP|MER;billion US$2005/yr;1.10774;;;;;GDP|MER;billion US$2005/yr;1.10774;;;;;;;GDP at market exchange rate
135;GDP|PPP;billion US$2010/yr;GDP|PPP;billion US$2005/yr;1.10774;;Total income;million US$05 PPP/yr;1.11E-06;GDP|PPP;billion US$2005/yr;1.10774;;Total income;million US$05 PPP/yr;1.11E-06;;;GDP at purchasing power parity
136;GINI;0;;;;;;;;;;;;;;;;;GINI income ineqaulity index
137;Import;billion US$2010/yr;TODO;billion US$2005/yr;1.10774;;;;;TODO;billion US$2005/yr;1.10774;;;;;;;total imports measured in monetary quantities.
138;Interest Rate|Real;%;Interest Rate t/(t-1)|Real;unitless;100;;;;;Interest Rate t/(t-1)|Real;unitless;100;;;;;;time preference rate as component of the interest rate is exogenous;Real interest rate or return on capital that is relevant for energy system investments
139;Policy Cost|Additional Total Energy System Cost;billion US$2010/yr;Policy Cost|Additional Total Energy System Cost;billion US$2005/yr;1.10774;;;;;Policy Cost|Additional Total Energy System Cost;billion US$2005/yr;1.10774;;;;;;;additional energy system cost associated with the policy
140;Policy Cost|Area under MAC Curve;billion US$2010/yr;;;;;;;;;;;;;;;;;total costs of the policy,i.e. the area under the Marginal Abatement Cost (MAC) curve
141;Policy Cost|Consumption Loss;billion US$2010/yr;Policy Cost|Consumption + Current Account Loss;billion US$2005/yr;-1.10774;glo;;;;Policy Cost|Consumption + Current Account Loss;billion US$2005/yr;-1.10774;glo;;;;;includes current account loss;consumption loss in a policy scenario compared to the corresponding baseline (losses should be reported as negative numbers)
142;Policy Cost|Equivalent Variation;billion US$2010/yr;;;;;;;;;;;;;;;;;equivalent variation associated with the given policy
143;Policy Cost|GDP Loss;billion US$2010/yr;Policy Cost|GDP Loss;billion US$2005/yr;-1.10774;;;;;Policy Cost|GDP Loss;billion US$2005/yr;-1.10774;;;;;;;GDP loss in a policy scenario,including international transfers,compared to the corresponding baseline (losses should be reported as negative numbers). Transfers included if present
;Policy Cost|GDP Loss|w/o transfers;billion US$2010/yr;Policy Cost|GDP Loss|w/o transfers;billion US$2005/yr;-1.10774;;;;;Policy Cost|GDP Loss|w/o transfers;billion US$2005/yr;-1.10774;;;;;;;GDP loss (without international transfers) in a policy scenario compared to the corresponding baseline (losses should be reported as negative numbers).
144;Policy Cost|Other;billion US$2010/yr;;;;;;;;;;;;;;;;;any other indicator of policy cost (e.g.,compensated variation). (please indicate what type of policy cost is measured on the 'comments' tab)
145;Policy Cost|Welfare Change;billion US$2010/yr;;;;;;;;;;;;;;;;;Policy cost for welfare change
146;Price|Agriculture|Corn|Index;Index (2010 = 1);Prices|Index2010|Agriculture|Food products|Plant-based|Maize;1;;;Prices|Index2010|Agriculture|Food products|Plant-based|Maize;1;;Prices|Index2010|Agriculture|Food products|Plant-based|Maize;1;;;Prices|Index2010|Agriculture|Food products|Plant-based|Maize;1;;;;price index of corn
147;Price|Agriculture|Livestock|Index;Index (2010 = 1);Prices|Index2010|Agriculture|Food products|Livestock;1;;;Prices|Index2010|Agriculture|Food products|Livestock;1;;Prices|Index2010|Agriculture|Food products|Livestock;1;;;Prices|Index2010|Agriculture|Food products|Livestock;1;;;;weighted average price index of livestock
148;Price|Agriculture|Non-Energy Crops and Livestock|Index;Index (2010 = 1);Prices|Index2010|Agriculture|Food products;1;;;Prices|Index2010|Agriculture|Food products;1;;Prices|Index2010|Agriculture|Food products;1;;;Prices|Index2010|Agriculture|Food products;1;;;;weighted average price index of non-energy crops and livestock products
